,TweetID,User,DBID,Intake,Text
137,588529086252732416,gabiruth,med-int-10164,1,I've been feeling pretty great except still headaches every day so Tylenol pretty much every day😕 would love prayers for no headaches! #fb
138,806452800226021376,KTSNOTORIGINAL,med-int-10166,3,@PepperUsagi I just realised the 500 paracetamols in the background o
139,511074833191694336,heatherquigley4,med-int-10167,3,"Stella and Sam on repeat, ice packs and Tylenol to keep his temp down and a mommy pulling an all nighter.. My poor baby 😔"
140,678252882970456064,cmoneybae,med-int-10168,3,It's really disgusting what Xanax does to people.. Sad really. I'll pray for all of you when you're in jail 🙏🏼
141,552604477833101312,ElegantEbony1,med-int-10169,3,@7Niisha 6 pills😳 try an Advil
142,794607988187271172,LilMissGernera,med-int-10170,1,"then I took 2 ibuprofens &amp; I still have a headache, nothing is working for me😩"
143,759232594496122880,ashleyycasias,med-int-10171,3,@sierrrar2 their* lol but for real don't let these lil dick boys try to use the excuse they take steroids.Their dick is just naturally small
144,797283584448937984,jmrmrtnz,med-int-10172,1,@JakeyRowling I took Prozac a few years back. Became better...for a short while. :/ That's the thing. Idk what's going on in my head!
145,380911719368781825,clc01,med-int-10173,1,I took Tylenol cold for night and I'm still awake. Maybe I should have tried the day time version and I would have had the opposite affect.
146,268562243422142465,MaryellaBella,med-int-10174,3,@stacydomin I drink Midol or Advil for the pain the 1st day it really feels like I'm about to give birth all over again! But it's worth it!
147,771438708155383808,dimpleznlocs,med-int-10175,3,@FireNdesire1 I'm so tired of them and the Xanax and codeine and pac and molly and e pills and all types of shit lord 😂
148,750477798335082497,DoggieDiva,med-int-10176,3,"Well Splinty sure got his appetite back when ham is involved! I hide his steroids in the ham and nom
nom nom!!!... https://t.co/VHrA9Qcgh0"
149,783862346544508928,callmekennz,med-int-10177,3,"""Will you take a  Xanax and relax."""
150,615696542683537408,apm_iii,med-int-10178,3,“@AlxTitan: Bitch I'm On 12 Xanax 😂 https://t.co/znR65VA9Yk”😩😂💀
151,717420523630690305,oliveeyoou,med-int-10179,3,"@ashleyPalmieree yeah he was, he was grumpy the next few days but slept a lot too give him baby Tylenol after or before his shots to help"
152,468975344725540865,Morenaaxox,med-int-10180,3,@LOU_VDIAMONDS take a Advil http://t.co/nPUof2yejQ
153,340286109806366720,PeytonLeeRadio,med-int-10181,3,Women who take steroids STOP it doesnt look cool when your boobs turn into pecks.
154,633483472598921216,mama_mia215,med-int-10182,3,Almost midnight n I'm up with our 2 yr old giving her Tylenol and making a grilled cheese cuz her ear hurts &amp; shes hungry #MommyProblems 😕💉
155,516422836911865856,_ThePretty1_,med-int-10183,3,@IAM_Cydni Don't even waste your time they just gon say give her Tylenol
156,444717520407515136,rizz_shepherd,med-int-10184,3,Got thrown across the bar at Finns . Steroids much ?!?
157,636557800915738624,Dollfacee_89,med-int-10185,3,@alextucker_1 take 4 Advil.
158,378008591942164480,adriannavega89,med-int-10186,3,@Tmolina53 buuut I heard if you take 4 aspirin and 2 Tylenol and drink a coke it goes away.
159,783771849289240580,LeahShae63,med-int-10187,3,"Debbie just hit the wall
She never had it all
One Prozac a day
Husbands a CPA
Her dreams went out the door
When she turned twenty four.."
160,803051257313181696,devmaree,med-int-10188,3,"This bitch is prescribed Prozac because she is ""psychotic"" but I don't think it's working https://t.co/a4UuDvgpSF"
161,507865649620606976,EarlsNotGrey,med-int-10190,3,"I'm usually ok with bugs, but I swear the spider that just ran across my bathroom is on steroids. 😰"
162,590840759596687360,Ascia_AKF,med-int-10192,2,"Hey @wdoha! I'm in Market &amp; really need Panadol! Whenever, wherever? 😂"
163,811021791984492544,lisamcguire1,med-int-10193,3,@DanScavino @realDonaldTrump Campaign's over - take a Xanax
164,469695673311723520,___moonChild___,med-int-10195,1,“@_NayEllis: I took three Ibuprofens and I still got a headache” crack head *cough cough*
165,344134022802325505,Beg4_Mo,med-int-10196,3,@DiverseMarley you want some ibuprofen??
166,450458094330331138,brenduhhgee,med-int-10197,2,Going to shower then pop some Advil pm n knock out .. Sounds like a perf plan to me
167,783488592672727041,b_hesss,med-int-10199,2,@christihaizlip it's making me need a xanax 😭
168,715031192932847616,elliesanchez00,med-int-10200,2,I lose all my damn Tylenol. 😭
169,795312731863810048,amarie83xoxo,med-int-10201,2,Walgreens just carded me for liquid cold and flu Tylenol 😒
170,773543516714700800,AshMHarris87,med-int-10202,2,@_butimaprincess I went to my regular Doctor and he prescribed it. Steroids and some other medicine.
171,358959612210315264,j68rock,med-int-10203,3,"@sgvwilson I could do this all day!!  Unfortunately, I have things to do!  One last quote:  hallelujah, holy shit, where's the Tylenol!"
172,405319856209551360,Mrs__Stevens,med-int-10204,3,@kodibevelle Advil PM. ;)
173,382976677917491200,andrews826,med-int-10206,3,"I'm pretty sure honeycrisp apples took steroids this year, they're gigantic!  #yum #fall"
174,214615886072512512,poppiemaeee,med-int-10207,2,Can't find any paracetamol! why? :'(
175,763916161725509632,AubryElean,med-int-10208,3,@lovebina21 nooo like after a long day if I lay down or if I've been sitting somewhere too long it hurts SOOO bad I h8 it. Take Tylenol! (:
176,386240255625822208,itznesscontre,med-int-10209,3,“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” I must eat more bananas👀
177,702555807959769088,HaHasforHooHas,med-int-10211,3,.@southernhope122 I predict a documentary in 20 years about her hidden Xanax addiction. Daniel will look like Macauley Culkin.
178,506545404771852288,sparkspatricia_,med-int-10212,3,"xanax* ""@itssheenabitch: I dont understand why the fuck you eat xanex 24/7. Its quite disgusting."""
179,484767806953881600,AyeeYo_Telle,med-int-10213,3,Is Klonopin stronger than a bar or no ?
180,605367202607415298,dayoadewunmi,med-int-10214,3,#Hardhome White Walkers = Zombies on steroids on fleek #GoTSeason5
181,747504111990382592,LittleolJulie_,med-int-10215,2,"I can't even take any medicine besides Tylenol.. Tea, water, orange juice and soup will have to do 😞"
182,439570849650470912,OfficialJanay,med-int-10217,2,"Snuggie, tea, Tylenol, Buckleys and bride's day on tlc🍵 #myfridaynight http://t.co/odu6vNMvEi"
183,658860372640813057,NayKilla_,med-int-10219,1,That Tylenol did nothing 😒
184,693216981349224454,Lovely_Yatta,med-int-10220,3,"My Favors Gone Be A Wine Glass With A Bottle Of Hennessy , Condoms , Advil , Candy &amp; Fruit Roll Ups 😜😜😅!"
185,345045625378836480,legitlypaige_,med-int-10221,2,Ima take this Advil and sleep.
186,472483688870338560,Georgiacarthy_,med-int-10222,1,@_CharCollins @chelseychase93 @mollyreason91 popping paracetamols in bed. #wearewriteoff
187,765964438923075585,LiaBeeyah,med-int-10223,1,I've had this headache since earlier and I took Advil like tf 😩 these jawns starting to be daily
188,502564530053210112,Brinaa_09,med-int-10224,2,This heat is giving me a bad fkn headache and I forgot my Damn Tylenol...
189,679359919603105792,melibby_,med-int-10225,2,@kimmers___ is my favorite person ever ! She got me advil so I can feel better 😍😍 I love you friend!
190,658810396820705280,cheyanne_mince,med-int-10226,2,"since I'm constantly in pain, the only way I can go to sleep is if I take Tylenol PM"
191,581504511660941312,_yellowporsh,med-int-10227,2,"So I'm watching this commercial about Symbicort inhaler, which I use because I have asthma, and let me tell yall"
192,274341453055021056,DarbyBarbie18,med-int-10228,1,Advil pm take me awayyy😌 #longday
193,636268183008215040,EJRebelGirl,med-int-10230,2,"Day 2, not allowed to take anything but Tylenol which hasn't worked since I was 18. FML
#migraines… https://t.co/g27DJbHaBD"
194,553577300072361984,Cocoa_Rosie,med-int-10231,3,@AAntwanique your allowed likeee 1000mg of tylenol.. which dosent help at all
195,502879790618402816,namesCAMILLA,med-int-10232,3,Zygote on steroids
196,812364427295158272,versonic,med-int-10234,3,Nell has croup. You might remember earlier this week that David was developing pneumonia. So many steroids in our h… https://t.co/UX60VKqw7Q
197,385695706163724288,kelly_muns,med-int-10235,1,"Worlds worst headache day 4- pain is feeling very impressed with itself for fighting off the effects of paracetamol, Ibroprofen and codeine"
198,786312894975651840,OhDarlingg_,med-int-10236,2,I need an Advil :(
199,60021350265393152,liv_katherine13,med-int-10237,3,"#VWBeetle Stretch it, feed it with steroids. And Walla! we have a Porsche!"
200,740256276848873472,pregnantwhiner,med-int-10241,1,"""You know what is so great for easing all my aches and pains? Acetaminophen!"" 
Said no pregnant woman ever #pregnancyproblems"
201,672706286467735552,brandy85,med-int-10242,3,Xmas lights on steroids #xmas2015 https://t.co/NiqVd6T8gi
202,561654729982218240,becsschindler,med-int-10243,2,what I need is some icecream and a bottle of ibuprofen.
203,802385234348167168,_Carolyyy,med-int-10244,1,I've taken an entire bottle of Motrin today 🙂
204,304687230918721536,klaferg,med-int-10245,2,"just realized that i dont have to work tomorrow, and since I got sent home early today.. I could go take a Tylenol pm &amp; catch up on sleep :)"
205,757655275159552000,MzCelebzWay,med-int-10246,2,I need a Motrin these damn braids are right as hell 😩
206,676955938969026561,MeUnfinished,med-int-10247,3,#HowWeFamily is a new program that Tylenol has kicked off this holiday season. Watch the video today https://t.co/jaknA7AAeW
207,654463623104987136,adubs,med-int-10248,3,@EmilyGould have you seen Michael Cera yet? He looks like a Michael Cera character...on steroids.
208,821599458374852608,CiaoJazzi,med-int-10249,3,"Infants Ibuprofen like once a day, a cold teething cloth...and prayer https://t.co/9vithhWqfN"
209,780212631353323521,LOLIFEGRAMMZ,med-int-10250,3,Thank God I Don't Pop Pills Never Did Never Will I Have A Hard Time Trying To Pop Tylenol Lol I Heal Naturally... https://t.co/JBJy6HJEAM
210,760708243765223424,1Lion_1Angel,med-int-10251,3,hate when I'm at the gym playing 🏀 wit these buff ass steroid head dudes and soon as you barely touch their arm they scream foul!!! 🙄🤔 smh
211,558666455638892545,RealAshley379,med-int-10253,1,"I wish I could sleep longer. The Tylenol PM made me super tired, but we have a contractor here working on the house. #sotired #wantsleep"
212,330417379093917696,AnaLuz30,med-int-10254,1,For my flight to London I had 3 glasses on wine and 2 Tylenol PM and I was the only fucker awake.
213,326514810944622594,Family_Of_2,med-int-10255,3,Prozac Call Ma Brother Boy Boy Its Bay Boy Mf Lol
214,775913210637615104,malikakalin2,med-int-10256,3,"@breannaclark_ @AlexisMarieKemp @eaadkins_liz I suffered through everything, but I thought the only thing you could take was Tylenol!"
215,737055596797657088,NUTRiBULLETFans,med-int-10257,1,"Food + Me + Prednisone = Big Mistake, all I think is food all the time. I have gained 22 lb in last 4 weeks. Time f… https://t.co/3XhAJc4RxA"
216,416406576027561984,_mgastelumxoxo,med-int-10258,1,Hell yeah that Advil helped my headache go away
217,1273975059,heartseverywher,med-int-10259,3,"@Agent_M Migraines require careful mixology: Caffeine, decongestant, Advil."
218,509020866739703808,poeticlibrarian,med-int-10260,2,"Meniscus has too much ""play"" = knee pain. Need to ice, advil, quad exercises, walk (not run) for week then slooowly ramp up #feelold #5k"
219,327535807067996160,rgravelinee,med-int-10261,1,2 extra strength tylenols later and I still have a migraine.. This can't be normal.
220,379415415002116097,awinn621,med-int-10262,2,#BreakingBad just made me cry. Why tell Jessie about Jane???? Now I'm crying and filled with stress. Need a Xanax.
221,820160602320551936,_livelaughtyti,med-int-10263,1,These Motrin not doing shit 🙁
